comment,sentimiento,tema
sin cucuta no habria migracion venezolana maldito pinera,ira,migracion
tengo amigos que emigraron a panama huyendo del saqueo y la miseria venezolana venezolanos que mueren en el darien y panama en las fauces del foro de sao paulo que quiere destrozar ese reducto el cancer en metastasis saqueos y desabastecimiento,tristeza,migracion
smokansky guaido y toda esa caterva de ladrones asesinos hablan de la migracion venezolana como si ellos no tuvieran culpa se roban miles de millones de piden todos los dias que a venezuela se le sancione y asfixie mas y luego se lamentan del exodo,ira,migracion
16 personas murieron en un accidente de transito en un bus que cubria la ruta managuajalapa en esteli nicaragua 13 de estas personas eran migrantes venezolanos es probable que hayan cruzado el darien para tratar de llegar a estados unidos,tristeza,migracion
dios no termino de entender porque tantas experiencias espeluznantes que han contado los venezolanos que han pasado por el tapon de darien y siguen caminando por ese infierno ojala y esten bien,tristeza,migracion
aumentan los mensajes por la desaparicion de ciudadanos venezolanos en el darien,tristeza,migracion
llegaron a libia dizque a llevar la democracia hoy el pais esta destruido es el mayor punto de migracion hacia europa en el mercado de tripoli se ofrecen racimos de hombres en venta esto es lo que suena la derecha venezolana para su pais intervencion ya claman,ira,migracion
redes sociales no pasen por el darien es peligroso violan roban matan y se extravia la gente venezolanos que pasemos dicen,ira,migracion
dipjuan pablo guanipa responsabilizo a la dictadura de maduro por la tragedia que viven los venezolanos en la selva del darien,tristeza,migracion
los expertos invasores promotores de guerras y genocidios dicen no se que de farsa mediatica altamente rentable caracas denuncia las donaciones que reciben la onu y varios gobiernos a costa de la migracion venezolana,ira,migracion
a lo mejor esa migracion venezolana es considerada en las votaciones ejemplo peru peso mas una corrupcion mostrada que una inoperancia demostrado corrupcion,ira,migracion
y eso que le toco bailar con las mas feas vengativo pagando muy teso me parece,ira,migracion
escuchar al malandrophotos hablar sobre la migracion venezolana es un lujo un placer que represente latinoamerica,alegria,migracion
quizas necesiten mejorar algo de anticurrupcion pero chilenos no vayan a dejar que los gobierne putos izquierdistas aqui en colombia estamos perjudicados por la migracion venezolana gracias a maburro cuba rusia y otros modos operandi en colombia no queremos mamertos,ira,migracion
otro reporte mas de migrantes que murieron cruzando el darien una madre y su hija huyendo de venezuela desde que empezo a restringir las visas de venezolanos para viajar a mexico en avion mas de 28 mil han cruzado el darien cerrar rutas seguras cuesta vidas,tristeza,migracion
la comida venezolana es riquisima me parece loquisimo como su masiva migracion permitio que tengamos un puestito de comida venezolana si o si en muchisimos paises,alegria,migracion
sera entonces q los venezolanos somos los culpables no seria mejor colocarse d este lado y comprobar las verdaderas razones de la migracion venezolana y buscar soluciones,ira,migracion
y quienes son chavistas extraterrestres son venezolanos igual que tu igual que los afectos y los copeyanos etc anda a echarle esa cantaleta a quien no sepa yo vivi 34 anos en venezuela se de lo que hablo y de la calidad de la gente venezolana migracion parasita,ira,migracion
los que hoy caminan son los venezolanos por la selva del darien caminan hasta atraversar el rio bravo y por los desiertos de chile arriesgando su vida buscando un futuro que le robaron en eso es que hay que colocar la atencion no en estos simbolismos historicos,tristeza,migracion
ya sabia yo aqui toda la mala conducta existente la trajeron los venezolanos es evidente antes de la migracion venezolana solo se sentia el aire de la virgen de guadalupe santos,ira,migracion
encuentro que la car de raja de ampiero llego a otro nivel fue el promotor de cucuta y responsable del sufrimiento de millones de familias por el desborde de la migracion venezolana en el pais deberia estar callado este viejo infame,ira,migracion
que algunos colombianos sean xenofobos no quiere decir que todos lo seamos la mayoria hemos aceptado la migracion venezolana con un espiritu fraternal no seas irresponsable en lo que dices,ira,migracion
una joven venezolana de 19 anos quien aspiraba llegar a y realizaba una travesia por desde hace dos meses perdio sus piernas al ser arrollada por el tren de carga en el que viajaba ingresa para conocer mas detalles,tristeza,migracion
asi es el reencuentro que hace saltar de alegria a una familia venezolana hubo sonrisas lagrimas y abrazos tras 5 anos separados el en y ellos en venezuela,alegria,migracion
migracion venezolana y violencia delincuencial,ira,migracion
el gobierno se indigna con la muerte de migrantes en melilla pero no le importa la de venezolanos en el darien critica la inflacion en estados unidos pero no mencionan la de su pais y se preocupa por julian assange pero a diario censuran y persiguen en venezuela,ira,migracion
el dictador confunde la migracion venezolana con los chorochavistas que se llevaron todo los y eur de venezuela,ira,migracion
ivan duque y su gobierno ha sido generoso como nadie en el resto del mundo con la migracion venezolana algun dia la historia y ojala los venezolanos se lo sepan agradecer en su justa medida,alegria,migracion
muy agradecido con y la honorable canciller por atender a nuestros colegas nos une la preocupacion por la migracion venezolana estamos dispuestos a ayudar para que esta sea ordenada y con una vision de respeto a los ddhh,alegria,migracion
vacunacion con sobrecosto y corrupcion evidente ingreso solidario a cedulas falsasreactivacion economica con cifras amanadas recursos donados a migracion venezolana desparecidos recursos donados para providencia robados es con corruptos,ira,migracion
retuitear esto es sinonimo de una falta de criterio en materia grave cuando los colombianos estamos pagando con nuestro presupuesto la migracion venezolana,ira,migracion
enterate familiares piden a una humanitaria para abuelas de nina venezolana que sobrevivio a accidente,tristeza,migracion
migracion mortal una bebe venezolana muere en la frontera entre bolivia y chile,tristeza,migracion
guaido culpa a maduro por la muerte de migrantes venezolanos en la selva del darien via,tristeza,migracion
hablan y hablan del problema de la migracion venezolana nos echamos el problema encima y no hacemos nada para solucionar la causa raiz maduro hay que hacer todos los esfuerzos politicos diplomaticos y militares para sacar a maduro no pierdan mas el tiempo,ira,migracion
al menos 70 venezolanos estarian perdidos en la selva de darien frontera que conecta a panama con colombia y por donde muchos migrantes inician su ruta hacia estados unidos,tristeza,migracion
ambos candidatos son impresentables no estan ni remotamente tan mal como venezuela preguntele a los venezolanos en colombia por que estan alla si fuera como usted cree la migracion venezolana no fuera a parar a su pais lea acerca del dano global que ha causado el comunismo,ira,migracion
a todos los regimenes q obligan a su poblacion a migrar a todos los q se hacen de la vista gorda a todos dios los perdone y sea puede de ustedes y sus descendiente nuestros muriendo en por escapar,tristeza,migracion
muy contento y agradecido por la acogida que ha tenido mi articulo politica migratoria venezolana una tradicion de recepcion el caso de la migracion espanola del siglo xx con mas de 270 descargas solo en el ultimo ano les comparto enlace,alegria,migracion
y pregunto yo para los que lo ven normal esto siempre han sido tantos venezolanos cruzando darien o sea hace 21 anos cruzaban tantas personas venezolanas mujeres con sus hijos en serio,ira,migracion
meimagino que llegara un dia no muy lejano que veremos comentarios como el que el machismo y la violencia a la mujer en peru es culpa de la migracion venezolana,tristeza,migracion
me sorprende tanto comentario ignorante la causa de la migracion venezolana es la dictadura de maduro y desde hace 3 anos y vienen a chile porque es el pais con mejor estabilidad economica de sudamerica sumado a la invitacion que pinera hizo en cucuta fin,ira,migracion
este racista solo piensa es en la migracion venezolanaporque no actua de como ayudar haitien su tragedia es que haitino pertenece a la oealo de haiti si es una verdadera crisisclarocomo haiti no tiene petroleo,ira,migracion
la seguridad en colombia en manos del titere inexperto de ahora usa deporta los venezolanos a colombia y no a venezuela y tan solidario con la inseguridad que nos ha generado la migracion venezolana,ira,migracion
la enemistad es por diferencia ideologicas irracionales y extremistas y la acogida a la migracion venezolana no fue solidaria fue la justificacion utilizada por para salir a pedir dinero al mundo entero eeuu ue y ru y pedir facilidades crediticias,ira,migracion
venezolana se estima en aprox 6 millones eso es tan brutal como lo ha sido el exodo sirio el responsable es nicolas maduro y el populismo de izquierda los populismos d izq y der terminan x destruir paises y son liderados por autocratas q fueron electos ojo,ira,migracion
la migracion venezolana se detiene derrocando a maduro y exterminando el sistema narco criminal que instalaron pero a nadie le interesa su extraccion y posterior juicio,ira,migracion
quien pudiera vivir en un pais amigable con la migracion y seguro para las mujeres y las minorias lgbtq estoy agotada de ser venezolanamigrante mujer y queer en que estaria pensando cuando decidi encarnar en esta epoca que se parece tanto a la noche oscura,tristeza,migracion
si tan solo dejaran de lanzar al aire advertencias a miles de venezolanos que en medio de la desesperacion que implica para muchos vivir en ve deciden atravesar el darien y fueran mas compasivos no tienen nada que comprender y menos que juzgar desde sus privilegios,tristeza,migracion
juan guaido reitero la necesidad de proteger a los emigrantes y refugiados de venezuela y de solucionar este drama recuperando la libertad y la democracia esto tras responsabilizar a maduro por la muerte de venezolanos en darien,tristeza,migracion
ah pero la peor migracion y la mas publicitada es la venezolana no es asi sr ravell digalo ahi,ira,migracion
pero si fue la dirigencia opositora la que califico a la migracion venezolana como una enfermedad contagiosa reclamale tambien a personajes como,ira,migracion
mire al vecino mismo modus operandimire la regionmire la migracion venezolana ellos no salieron de su pais a disfrutar de vacaciones en un semaforo,ira,migracion
la verdad desconozco de leyes pero los cientos de muertos venezolanos en la selva del darien escapando del regimen castrochavista no cuentan como crimenes de lesa humanidad a toda la cadena de mando algun phd en derecho pudiera aclarar,ira,migracion
la migracion venezolana la pandemia y ahora la inseguridad que dificil es vivir en gye nunca pense que llegaramos a este extremo,tristeza,migracion
justo ayer mi hija antes de acostarla me dijo mama no quiero volver al rio no quiero mas esa aventura fue el testimonio de una venezolana que cruzo la frontera entre y con su hija,tristeza,migracion
la migracion venezolana fue culpa del uribismo repito la mala interpretacion de la historia nos condena,ira,migracion
borges el 60 de los que cruzan el darien son venezolanos solo la salida de maduro frenara esta tragedia,tristeza,migracion
duque y uribe promueven y patrocinan la migracion venezolana asi ayudan a sus camaradas chavistas porque nada mas parecido a un castrochavista que un uribista,ira,migracion
no estoy de acuerdo ya que el problema de la indigencia en bogota lleva mucho tiempo y no es el resultado de la migracion venezolana serian muy torpes los venezolanos al huir de la corrupcion socialista para caer en la corrupcion neoliberal,ira,migracion
migrante venezolana fallecida en paso fronterizo iba a chile a operarse para mas informacion visita nuestra web jalabolas,tristeza,migracion
creo que pocos paises mas generosos con los extranjeros que el peru lo de la migracion venezolana es muy distinto no recuerdan que al inicio se los recibio muy bien pero cuando llegaron cientos de miles el hacinamiento desato los conflictos sociales,ira,migracion
que estupidez osea si canada te invitaba inmigrar a su pais por falta de mano de obra tu te vas a pata hasta la frontera canadiense y le dices q llegaste porque el mandatario canadiense te invito la migracion venezolana esta desbordada en todo latam,ira,migracion
ridiculo nadie esta regresando nada mas bien hasta por el darien se estan yendo los venezolanos por la desesperacion de la desgracia de pais pero claro que se puede esperar de la basura rodriguez gioparcha amiguito de jesus silva y gorrin pato prepago,ira,migracion
ojala los venezolanos que ahorran 10000 para pasar el darien y venirse de colombia peru bolivia argentina y hasta chile a estados unidos gastaran solo 150 en consultar a un abogado de inmigracion sobre sus probabilidades de ganar un asilo,ira,migracion
creo que se esta perdiendo el tiempo y cada dia los venezolanos mueren por esa razon tratan de pasar a los eeuu y muchos mueren en el intento hace 10 anos aproximadamente no existia migracion venezolana hasta que maduro no salga seguira el problema no hay y no abra libertad,tristeza,migracion
madre de nina venezolana ahogada en el rio bravo deje a la luz de mis ojos,tristeza,migracion
desde colombia querian prefigurar en el pais un escenario de caos y los medios hegemonicos iniciaron una campana para desmoralizar a los venezolanos la derecha reaccionaria promovio con su campana promovio la migracion venezolana,ira,migracion
que una compradora diga que esta contenta con que hayan emprendedores aqui en venezuela poniendo su granito de arena te aterra y no te aterras porque hayan venezolanos muriendo en la selva del darien que tonto eres amigo define calidad de vida con la tuya y yo te lo refuto,ira,migracion
habra alguna organizacion o alguien que ayude a todos los venezolanos que estan cruzando la selva del darien y parar esto tan innumano que esta pasando x dios,tristeza,migracion
buenos dias y gran jornada miles de venezolanos estan cruzando a diario por el tapon del darien entre colombia y panama en busqueda de nuevas oportunidades pero como investigar y contar lo que sucede alli vale la pena chequear esta guia,alegria,migracion
el plan expansionista del chavismo criminal se ha visto fracasado por la gran migracion venezolana nosotros derrumbamos esa falacia llamada socialismo somos sus enemigos y la manera en la que nos atacan es a traves de sus aliados criminales en cada pais abro,ira,migracion
al menos 12 venezolanos han muerto en la selva del darien durante 2022 a traves de,tristeza,migracion
al menos cuatro venezolanos han fallecido en dos dias en la selva del darien,tristeza,migracion
lo de la selva de darien en donde violan matan y mueren venezolanos solo es una muestra del riesgo o la locura que estan dispuestos a asumir algunos lo mas logico es enfrentar al enemigono hacerle un favor huyendo,ira,migracion
una venezolana que vive en explico con orgullo como logro hacer arepas sin harina pan conoce aqui los detalles,alegria,migracion
es lamentable que 4 venezolanos hayan perdido su vida al tratar de cruzar las peligrosas selva de darien,tristeza,migracion
cuando se huye de una dictadura como han huido 62 millones de venezolanos no se elige cuando ni a donde ni como te vas pero por favor con toda responsabilidad lo expreso los que puedan evitar la selva del darien evitenla sus vidas corren peligro,tristeza,migracion
nancy ramirez abuela venezolana lucha diariamente para sobrevivir en venezuela junto a su nieto quien padece una condicion especial,tristeza,migracion
mueren cuatro migrantes venezolanos en el darien y una refugiada en chile,tristeza,migracion
evaluna venezolana de 21 anos migro a para huir de la crisis y acceder al aborto al final la joven fue privada de su derecho y dio a luz sin recibir ayuda prenatal y bajo condiciones no aptas esta su historia,tristeza,migracion
muy cierto cada paso que damos todos los que hemos huido de nuestro pais es de mucha valentia admiro y respeto a toda a esta fuerte migracion venezolana,tristeza,migracion
premiar la irracionalidad solo porque quieren vivir el sueno americano y jalarle bola a los gringos que son los culpables de las desgracias de latinoamerica nadie a domado esa vaina hay venezolanos muertos por todo el darien,ira,migracion
por la forma como habla definitivamente usted es chavista una vaina es hablar mal de guaido y otra muy diferente es decir q los venezolanos q se van por darien lo hacen placenteramente y por envidia realmente absurdo su planteamiento,ira,migracion
cuantos presidentes peruanos estan profugos o juzgados por corrupcion acaso no habia delito antes de la migracion venezolana bastantes que se vinieron a venezuela cuando peru estaba mas jodida,ira,migracion
igual llegan la realidad es que latinoamerica no tiene la capacidad de soportar la migracion venezolana y los paises no hicieron nada para evitar que eso pasara ya es tarde poner controles no evita que lleguen la frontera chilena es muestra ello,tristeza,migracion
el problema de muchos es que se llenan del odio que les siembran otros yo se muy bien que los venezolanos nunca han cruzado ninguna selva del darien lo que cruzaban eran parques nacionales entre costa rica y nicaragua,ira,migracion
cirujana plastica venezolana fanny rondon encargada del servicio de quemaduras del centro provincial de salud infantil eva peron en santiago del estero salva la vida a una nina con inedito injerto de piel cadaverica,tristeza,migracion
cuando van atravesando por trochas desiertos y selva del darien son pobres venezolanos huyendo de la dictadura pero cuando llegan a eeuu pasan a ser tierruos cerreros patas en el suelo y malandros del siglo 21 que van a rayar a los venezolanos de bien y acabar con la paz,ira,migracion
el infierno de los migrantes venezolanos en la selva del darien hay situaciones recurrentes familias que se dividen gente que adopta hijos que estan perdidos personas que se ahogan en los rios que mueren deshidratados de infartos,tristeza,migracion
no es nada normal ni casual la oxigenacion que le estan dando a un payaso como la alimana no es nada normal ni casual la retoma del satrapa luis almagro con los migrantes venezolanos no es nada casual ni normal la retoma de duque y la migracion venezolana mosca,ira,migracion
les dejo mi ultima publicacion un venezolano en el darien en 1935 escrito como homenaje a la actual tragedia de venezolanos cruzando esa zona entre colombia y venezuela y de uno que lo hizo hace 87 anos,tristeza,migracion
no te da verguenza decir semejante estupidez en chile y en toda latinoamerica lo unico que crecio con la migracion venezolana fue los indices delincuenciales hace muchos anos que las universidades chilenas o argentinas destacan a nivel regional y mundial,ira,migracion
esto es un insulto a la decencia como una escoria del regimen se atreve hablar a si de una persona que no tiene la culpa de la migracion venezolana mientras la escoria tiene en su haber pertenecer a quienes han acabado con venezuela que cara tan dura tienen los del regimen,ira,migracion
lo que digo es que ecuador es un pais que esta tratando de salir adelante despues de una dictadura socialista que duro 14 anos encima tuvimos una fuerte migracion venezolana otra migracion ya seria insostenible,tristeza,migracion
y por donde pueda la migracion venezolana es indetenible la migracion siempre sera indetenible ojala todos lo entendan lamento que los paises nos pongan trabas luego que fuimos tan receptivos con todos ellos nos ven como plaga cuando estamos mejor preparados academicamente,tristeza,migracion
que locura un grupo de venezolanos rescato a una bebe en la selva del darien,alegria,migracion
cuatro venezolanos fallecen en la selva del darien,tristeza,migracion
verguenza de estas escorias humanas en chile que no representa a los venezolanos de bienno se porque no le dan una gran pelaexpulsen a estos gusanos andantesdejenlo en la selva de darien y que se los coman los animales amenazar una autoridaden vzuela ni loco lo hacen,ira,migracion
el gobierno de trinidad y tobago es amiguito del chavismo por ese motivo trata mal a la migracion venezolana,ira,migracion
quienes estan gobernando se escudan en temas como pandemia huracanes desbordamiento de rios y migracion venezolana para justificar el fracaso de administracion duque un modelo economico agotado que solo conllevo a pobreza y desigualdad social solo que ahora se hizo evidente,ira,migracion
seria muy placentero si esa conquista no cobrara tantas vidas fisicas y morales ni dejara tantas lesiones en el cuerpo y el espiritu las tragedias en el darien el via crucis en varios paises de sur a america la degradacion de millones de venezolanos caminando miles de km,tristeza,migracion
13 en el rio bravo en la selva del darien en un accidente de transito en nicaragua son tristes noticias sobre la muerte de decenas de venezolanos buscando en otras latitudes el presente y el futuro que su patria hoy no les garantiza a pesar de nuestras riquezas,tristeza,migracion
regionales migrantes venezolanos mueren por inmersion en rio cerca del darien,tristeza,migracion
cuantos dias seguidos he llorado viendo este video,tristeza,migracion
para que mas migracion venezolana sera que al presidente duque le vale de la que sabemos todo el monton de atracos y muertes que muchos de los venezolanos y nacionales estan arremetiwndo en bogota y las principales capitales del pais,ira,migracion
asi intenta manejar la opinion publica destruyeron venezuela y ustedes se hacen ricos mientras miles de venezolanos se arriesgan a morir en el darien o morir en las puertas de un hospital verdades que no quieren escuchar,ira,migracion
hay que reconocer que entre tantas falencias del gobierno duque el tratamiento a la migracion venezolana ha sido digna y con solidaridad,tristeza,migracion
la envidia no te deja vivir ese temita del darien ya esta trillado y de los millones de venezolanos es mentiras por que no dicen los mas de 6millones de colombianos que estan en venezuela y ni por el carajo se quieren regresar mas bien hay mas entrando,ira,migracion
porque los ciudadanos estan seguros que protestando pueden cambiar las cosas lo que no sucede en los paises socialistas donde te matan por protestar asi que la gente termina huyendo en masa asi sea en balsa como en cuba o caminando y atravesando el darien como los venezolanos,tristeza,migracion
ya empezo el gobierno de boric te recuerdo que todavia gobierna la derecha y desde que pinera fue a cucuta la migracion venezolana se triplico care raja,ira,migracion
muere nina arrastrada por el rio bravo,tristeza,migracion
venezolanos que rescataron a mujer en la selva de darien vimos a nuestra madre reflejada en ella,tristeza,migracion
la pagina oficial de frank sinatra muestra en una pieza animada la migracion venezolana este tema sera una referencia para todos los que han tenido que irse del pais en busca de un mejor futuro nuestros respetos siempre para ellos,tristeza,migracion
los muchos venezolanos que dejan su vida en el tapon de darien son muestra de una tragedia que no acaba mientras que la estructura que la produjo sigue casi intacta,tristeza,migracion
los paises centroamericanos haciendo un negocio con la migracion venezolana que los perdone dios,tristeza,migracion
en lo que va de ano mas de 91000 migrantes han atravesado el darien rumbo a norteamerica 56600 haitianos 12800 cubanos 1500 venezolanos y cientos mas de bangladesh senegal ghana uzbekistan india y nepal,tristeza,migracion
cucuta representa un simbolo de la migracion venezolana en el mundo de cada 4 que emigran al menos 1 se queda en colombia es por ello que los participantes pudieron contar sus experiencias no solo de como viven sino como han hecho para comunicar el fenomeno,tristeza,migracion
pedorra la migracion venezolana provocada por uds,ira,migracion
hacemos un a autoridades chilenas familia venezolana con 2 hijos 8 anos con sindrome de down y bebe de 1 ano estaban pasando frontera boliviachile por colchanefueron detenidos por migracion chile,tristeza,migracion
ironia ultafacistas gritan migracion cero en colombia desean la mano de obra esclava venezolana,ira,migracion
lamentablemente asi es con todo con la migracion venezolana fue igual hasta que no estaban en los semaforos de bogota no se dieron cuenta del fenomeno tan dificil que era ese tema,tristeza,migracion
un llamado a los grandes cineastas venezolanoshay que robar la iniciativa y montar un filme sobre la selva del darienya que como somos los que mas se les hace publicidad subliminal sobre el exodo de esos compatriotas que decidieron irse y que muchos yacen en la selva cadaveres,ira,migracion
los venezolanos que se arriesgan pasando el tapon del darien lo hacen por no poseer pasaporte aqui en la basura socialista hasta 5000 dolares te sale sacar un pasaporte ojo teniendo palanca yo no soy capaz de atravesar esa selva pero si tuviese pasaporte ya estuviese bien lejos,ira,migracion
en mi ofi trabajo con2 venezolanos profesionales y en mi familia ya hay 2 venezolanas con profesion ademas en casa de mis papas se recibio una flia venezolanay desde que llegaron amaron este pais y han trabajado duro para lograr lo que tienen se aplaude la migracion legal,alegria,migracion
cono sobrino naciste en argentina con padres venezolanos y ahora te toca irte por el darien tu vida no fue facil pero siempre pa alante mi guerrero con amor tu tio con plata cesar,alegria,migracion
actualmente tengo pasaporte colombiano tengo del dinero para irme de vacaciones a venezuela para que mi esposa que es de aqui conozca pero migracion venezolana dice noooo tu no vienes si no pasas por la tortura de un pasaporte,ira,migracion
la literatura venezolana nunca fue muy consumida fuera del pais la crisis y la migracion estan haciendo que eso cambie,tristeza,migracion
los xenofobos con poder usan las instituciones publicas para legitimar sus acciones que vulneran los derechos humanos fundamentales de migrantes y se respalda con populismo falso contrario a la beneficiosa realidad economica que suma al peru la migracion venezolana,ira,migracion
deje de andar interpretando lo que se hace en redes sociales un fav no es sinonimo de nada fin y si toca tener criterio y llamar bruto al que lo es como francia con los huevos de alemania y petro con lo de la migracion venezolana que afirma es culpa del cambio climatico,ira,migracion
locos de a bola gracias a los venezolanos el darien ahora se esta popularizado en el planeta,alegria,migracion
el gobernador chanta de iquique culpa a prinera de la migracion por or a cucuta lo que queria pinera era que el desgraciado de maduro entregara el gobierno si maduro cae se acaba la migracion venezolana simple,ira,migracion
a eso sumale la tasa tan alta de migracion venezolana que tenemos hoy me preocupa que sucedera con los venezolanos que estan en el peru,tristeza,migracion
es increible como el problema de la se soluciona migrando a el tiene la culpa en serio nicolas eres incapaz de ver el horror que tienes eres un asco de persona asesino inutil inoperante ignorante y ni siquiera eres simpatico,ira,migracion
darien venezolanos que rescataron a mujer vimos a nuestra madre reflejada en ella,tristeza,migracion
la vamos a llevar con vida venezolanos rescatan a mujer abandonada en darien,tristeza,migracion
ahora todo se les olvido ninguno tiene un familiar que tuvo que salir de su pais por falta de oportunidades por desplazamiento producto de la violencia entre otras ahora todos estan concentrados en achacar cualquier situacion negativa a la migracion venezolana increible,tristeza,migracion
esta en proceso la investigacion de la desafortunada muerte del bebe venezolano expreso mis mas sentidas condolencias,tristeza,migracion
ahi esta deja de ser indolente con la migracion venezolana hablas es huevadas desde su mas entranable ignorancia igual el ladron de glass sigue preso jajajaja eso es una victoria para el pueblo ecuatoriano,ira,migracion
situacion de venezolanos en la selva de darien este grupo salio el 9 de julio y sus familiares aun no saben de ellos eran las 245 am iban de puerto carreton a caledonia que dios mande todos sus angeles para que sean escoltados y aparezcan bien,tristeza,migracion
senor los venezolanos que se arriesgan a pasar el tapon del darien lo hacen porque la situacion en el pais esta desbordada de miseria de corrupcion por una dictadura indolente no se nota q se esten devolviendo siguen saliendo en masas,ira,migracion
como venezolano estoy eternamente agradecido por la ayuda que ha recibido mi familia a traves de los diferentes mecanismos que ha implementado este hermano pais colombia si ha tenido una verdadera posicion receptiva hacia la migracion venezolana ningun otro pais lo ha hecho,alegria,migracion
en mi primera publicacion en hable de un tema que amo migracion hicimos un trabajo con sobre como la tutela se ha convertido en un salvavidas para la poblacion venezolana gracias a mi editor por su paciencia,alegria,migracion
la migracion venezolana termina siendo un problema para los paises vecinos,tristeza,migracion
la instrumentalizacion de la migracion venezolana se puede ver hasta en medios masivos de comunicacion le recomiendo visitar las comisarias especialmente la de bosa el porvenir donde varios migrantes han sido agredidos por culpa de rencillas politicas,tristeza,migracion
ojo hablo con amigos que estuvieron en proteccion civil y fueron bomberos y no se entienden por que los politicos no han ayudado a armar equipos de venezolanos super preparados para rescate de venezolanos en el darien han estado en la selva amazonica y tienen experiencia,ira,migracion
les gusto tanto la migracion venezolana que,ira,migracion
desde 1981 la ciudad a crecido demograficamente y geograficamente en un gran porcentaje sumele la migracion venezolana de los ultimos anos todos estos factores generan un cambio negativo en las condiciones de vida si sumamos el retraso de obras,tristeza,migracion
sino negocian ya no seran 400 mil venezolanos en brasil sino mas estan preparados ya en chile sus ciudadanos no soportan migracion venezolana en carpas en plaza publica en estado de indigencia,ira,migracion
natasha una venezolana que se identifica en twitter como psicologa que vive en celebro lo que considero una bendicion tras esperar ocho meses por su venezolano te contamos su experiencia,alegria,migracion
peru moviliza ejercito para cerrar fronteras por migracion venezolana pero nadie reclama pq es un gobierno comunista aca todo el pc es buenista hasta que lleguen al poder,ira,migracion
venezolanos que rescataron a mujer en la selva de darien vimos a nuestra madre reflejada en ella,tristeza,migracion
es terrible el drama que viven tantos hermanos venezolanos en la selva del darien tan doloroso como necesario ver el infierno que miles pasan al elegir esta ruta para migrar y dos constantes del documental una locura y no lo hagan aqui lo ven,tristeza,migracion
judith belandria es venezolana que seis anos solicitante de en chile al dia de hoy se arrepiente de haber solicitado dicho migratorio conoce por que,tristeza,migracion
con heridas de arma blanca en la cara y en el cuerpo hallaron el cuerpo de una madre venezolana y sus dos hijos menores de edad en una finca privada ubicada en las esmeraldas,tristeza,migracion
mas de 71000 migrantes cruzaron la selva del darien este ano 63 son venezolanos casi 5000 venezolanos asesinados en latinoamerica tras ola migratoria venezuela se arreglo nmj,tristeza,migracion
esta noticia sorprende sera mentira las donaciones que reciben para atender los migrantes __leer farsa mediatica altamente rentable caracas denuncia las donaciones que reciben la onu y varios gobiernos a costa de la migracion venezolana rt,ira,migracion
ya se olvidaran de los caminantes venezolanos que van a la selva del darien asi como se olvidaron de los caminantes que en pleno invierno de 2018 cruzaban los andes cuando no morian congelados tratando de llegar a lima indolencia de los organismos internacionales del,tristeza,migracion
a la migracion le agradezco haberme hecho consciente de cuan diferencial es nuestra forma de bailar que es como decir la manera como vivimos hace un tiempo una amiga venezolana en irlanda me dijo en relacion con una pareja tiene eso del venezolano bailando con una sonrisa,alegria,migracion
es la peor migracion venezolana solo muestran delincuencia mal vivir prostitucion infantil venta de drogas invasion de casas pedir limosna utilizando ninos soy residente tengo 4 anos aca y hay miles de oportunidades pero para el que quieras trabajar estos son delincuentes,ira,migracion
como denuncio una venezolana desde espana pidio y le dieron asilo en espana con denuncias ante el mp por parte de gnb se regreso a vzla con pasaporte vencido y no renovo residencia aqui pretende volver migracion vzla la deja salir,ira,migracion
gracias colombia por creer en la migracion venezolana,alegria,migracion
lei que la migracion venezolana era fomentada por empresas polar como parte de una estrategia de marketing para llevar la arepa y por ende la harina pan a todos los rincones del mundo como la gente no se ha dado cuenta,ira,migracion
y siguen los muertos apareciendo por vzla para lavarle el narco money al regimen mientras tanto casi 6000 venezolanos se van del pais diariamente por la realidad del pais muchos de ellos por el darien ya la ruta la estan apodando la darienzolana,ira,migracion
en tiempos de chavez la region hacia la vista gorda ante su deriva totalitaria y ahora todos en ella estan con las manos en la cabeza por la migracion venezolana me pregunto si el mundo democratico no ve una potencial amenaza en una erigida en bloque dictatorial,ira,migracion
porque culpar al gobierno por los venezolanos que arriesgan su vida en la selva del darien no puede ser que los venezolanos no consigan algo mejor que exponerse a ese riesgo estoy pasando a creer que es la ambicion por el dinero de querer llegar a eeuu,ira,migracion
mas de 200 ninos sin adultos fueron hallados en mayo en la selva del darien venezolanos rescatan a menor abandonada,tristeza,migracion
es increible pero hay muchos venezolanos cruzando por el tapon de darien todo por salir de esta verga,ira,migracion
la migracion venezolana jamas va a tener una solucion hasta que maduro salga del poder la migracion ilegal venezolana ya es un problema continental y por culpa de un solo tarado,ira,migracion
aqui en venezuela debe haber una ley de migracion porque cuando venezuela vuelva a ser grande se vienen todos esos de peru ecuador colombia etc que tantas umillaciones dieron a los venezolanos a queres disfrutar de la bonanza venezolana ya basta,ira,migracion
vi el trabajo sobre la pesadilla del darien la verdad es quede malgracias por visibilizar los problemas de venezuela y los venezolanos desde ya siguiendolos,tristeza,migracion
seguramente asistiran los ciegos y negacionistas de la la migracion venezolana venezolanos en calle huyendo de dictadura aliada a,ira,migracion
preguntale preguntale que paso con los pasaportes preguntale cuantas veces se a preocupado por los venezolanos que mueren en el darien preguntales cuantos a ayudado en la calle preguntale porque si te dice que todo esta bien te miente como todo lo que hacen mentira,ira,migracion
